"DOTP Prices","ATBC Prices"
"0.83562316437707","  1.34422 "
"0.96120490309054","  1.14690 "
"0.88546255506608","  1.31607 "
"0.96120260933053","  1.16994 "
"0.96120297205994","  1.14597 "
"0.9611978049628","  1.36024 "
"0.96121234001938","  1.28859 "
"0.96120538983853","  1.28859 "
"0.91120712286803","  1.39499 "
"0.91120865909498","  1.28867 "
"0.91119866730028","  1.25155 "
"0.91138079668007","  1.25155 "
"0.91120265834435","  1.25155 "
"0.91120046711829","  1.33139 "
"1.0150282288224","  1.33139 "
"1.0112111812939","  2.10255 "
"1.0112039129736","  1.39873 "
"1.0111989789924","  1.56964 "
"1.0149935299122","  1.29897 "
"1.0112172803455","  1.31000 "
"1.0112052451941","  1.33838 "
"1.0112113541459","  1.28210 "
"1.0112055348383","  1.48986 "
"1.0848045757865","  1.19950 "
"1.2211986864813","  1.19950 "
"1.2212094735023","  1.48675 "
"1.221197283656","  1.48675 "
"1.2212031993022","  1.39876 "
"1.2211998088527","  1.39876 "
"0.85054476551397","  1.16940 "
"0.85054476551397","  1.67255 "
"0.85054476551397","  2.02364 "
"0.85054476551397","  1.15359 "
"1.2611996745123","  1.15000 "
"1.2612224281581","  6.53518 "
"1.26119763767","  6.57084 "
"1.2612041708307","  6.53120 "
"2.7392805475734","  6.54506 "
"1.1711978916119","  6.51740 "
"0.83562340123164","  6.51951 "
"0.83562245381336","  6.49629 "
"0.83562245381336","  6.45598 "
"0.83562245381336","  6.45598 "
"0.83562245381336","  6.45598 "
"0.83562245381336","  6.43777 "
"0.85529686723023","  6.44654 "
"0.83562340123164","  6.43177 "
"0.83562316437707","  6.48770 "
"0.83562316437707","  6.48061 "
"0.83562316437707","  6.46008 "
"0.83562316437707","  6.50124 "
"0.83562316437707","  6.50124 "
"19.532673267327","  6.50124 "
"1.2611970639193","  6.51314 "
"3.1896338470103","  6.51951 "
"1.2650199931934","  6.50124 "
"0.89033657034581","  6.50124 "
"0.89033657034581","  6.50124 "
"0.89033657034581","  6.50124 "
"0.89033633349124","  6.51261 "
"0.89033633349124","  6.50124 "
"1.2650301211184","  6.50124 "
"1.1368799054374","  6.51057 "
"1.0719424460432","  6.24409 "
"1.2811939180831","  6.26398 "
"1.2811984658992","  6.26774 "
"1.2850139280234","  6.24409 "
"2.6050278945243","  6.26774 "
"0.86223564954683","  6.26774 "
"1.281203353337","  6.25000 "
"4.1625","  6.26398 "
"1.231198001813","  6.27240 "
"1.3806323928752","  6.27466 "
"1.1116630272953","  6.25883 "
"1.2311968388479","  6.30000 "
"1.2312035458805","  6.30179 "
"1.2312130665046","  6.30716 "
"1.1319146572104","  6.31417 "
"1.2311988495203","  6.21150 "
"1.2350450181843","  6.21290 "
"1.2312055630778","  6.18890 "
"1.0743728090952","  6.18509 "
"1.0743728090952","  6.20299 "
"1.0743728090952","  6.21083 "
"1.0840382894083","  6.58866 "
"1.1319151300236","  6.59955 "
"1.0743728090952","  6.62252 "
"1.0743728090952","  6.62252 "
"1.0743728090952","  6.62252 "
"1.1441989911728","  6.62252 "
"1.2350486450256","  6.59142 "
"1.2312023303709","  6.59142 "
"1.235028153694","  4.51025 "
"1.2350144835085","  9.15813 "
"19.532677227723","  7.17833 "
"1.2350190784638","  7.17833 "
"1.1138727001492","  7.17833 "
"1.1219867612293","  7.17833 "
"1.0293391347588","  6.97065 "
"1.0293391347588","  6.54362 "
"1.0293391347588","  4.72912 "
"1.2350229581237","  6.55660 "
"1.2312009093228","  4.87945 "
"1.2312047326303","  5.32731 "
"1.0649732268671","  5.32731 "
"1.1219848699764","  5.11166 "
"1.3012025717471","  4.52605 "
"1.0343117851815","  4.52605 "
"1.0343117851815","  4.52605 "
"1.3251531211355","  4.52605 "
"1.2350391693553","  5.11166 "
"1.1238189955246","  5.11166 "
"1.1238189955246","  6.58135 "
"1.1238189955246","  1.62192 "
"9.8486973947896","  1.66107 "
"1.1518741556167","  5.94966 "
"1.1950635094809","  4.52461 "
"1.1387366981601","  1.63208 "
"1.1387366981601","  4.87421 "
"1.1597100724819","  1.61174 "
"1.3631563436563","  1.61174 "
"1.1711927640659","  1.65688 "
"1.2312047281324","  1.65688 "
"1.1850550604618","  1.62528 "
"1.4137982532751","  1.62528 "
"19.532677227723","  6.69975 "
"1.5967348094748","  6.69975 "
"1.2312061465721","  6.69975 "
"1.1848258397676","  6.60377 "
"1.1586270512183","  6.58768 "
"1.1586270512183","  4.57346 "
"1.1850171726391","  5.12864 "
"1.2182988562904","  5.13428 "
"1.3935572786393","  4.72595 "
"1.2550538479191","  7.88591 "
"1.3106392434988","  6.68246 "
"1.255052344767","  1.66107 "
"1.2611728426196","  1.65877 "
"1.3935027486257","  1.61074 "
"1.4138","  1.63208 "
"1.5814977973568","  7.21698 "
"1.2611888603617","  5.34676 "
"1.2182988562904","  4.19811 "
"1.2182988562904","  6.99105 "
"1.4526339556004","  7.21477 "
"1.2850403212478","  4.19431 "
"1.4526450881612","  9.15332 "
"1.2750512825395","  7.86164 "
"1.3935032483758","  4.57568 "
"1.2750527856916","  4.57568 "
"1.2511961453337","  4.57568 "
"1.2750522846409","  1.62528 "
"1.2750517835902","  6.69975 "
"1.2753643258906","  7.88591 "
"1.2704712478852","  1.61074 "
"1.2660564203134","  7.86164 "
"2.5571475784286","  4.87345 "
"1.2608444908974","  4.87345 "
"1.2450124041368","  4.87345 "
"1.2456434128121","  4.87345 "
"3.0599223330876","  7.88591 "
"1.2456355978487","  7.86730 "
"1.2456419082925","  6.68246 "
"1.2413479349636","  4.51342 "
"1.2456434128121","  5.94787 "
"1.4256043103448","  9.17226 "
"1.5123852705411","  1.61321 "
"1.2642498064185","  1.61321 "
"19.532675247525","  1.61321 "
"1.2515371036102","  1.62264 "
"1.2543593696471","  1.62264 "
"1.3101732009926","  6.52511 "
"1.2541710367527","  4.87421 "
"1.2550199140508","  4.72540 "
"1.5903083700441","  4.72794 "
"1.2515675215869","  6.98113 "
"1.3101746898263","  5.34591 "
"1.302835405271","  4.19811 "
"1.3028339134759","  4.19811 "
"1.3028339134759","  1.62559 "
"1.4611999358799","  1.62559 "
"1.463227255356","  1.62192 "
"2.4295154185022","  1.63395 "
"1.4122332173048","  1.60901 "
"19.532673267327","  1.65893 "
"30.005","  4.71698 "
"1.4122332173048","  4.71698 "
"1.4122332173048","  5.94864 "
"1.4122332173048","  9.19811 "
"19.532673267327","  6.52985 "
"1.3313167755939","  7.05660 "
"1.3312755522694","  1.99874 "
"1.3312453570439","  7.43848 "
"1.3313122620352","  4.57494 "
"1.4227458143075","  1.62192 "
"1.3784877315974","  7.43848 "
"1.3823963202387","  6.54362 "
"1.3823963202387","  4.88255 "
"1.3823963202387","  4.88292 "
"1.4550001211006","  5.34676 "
"1.377626247505","  4.51081 "
"1.1276149489838","  4.52461 "
"1.3823963202387","  4.72595 "
"1.3823963202387","  6.70455 "
"1.3508942433357","  4.20022 "
"1.2908867642028","  6.99105 "
"1.3037383879009","  6.99105 "
"1.3037578162578","  7.04698 "
"1.3133313431188","  7.15884 "
"1.304315891294","  6.54362 "
"1.3780163793103","  6.54362 "
"2.1889779892179","  6.99105 "
"1.3780172413793","  4.87763 "
"19.294377067255","  4.72595 "
"1.2637837805322","  6.82327 "
"1.2713049633089","  5.92841 "
"1.2712964085688","  7.88591 "
"1.2637934354802","  4.51342 "
"1.3780176724138","  1.66107 "
"19.532673267327","  5.92841 "
"1.2637945697248","  5.92841 "
"2.1191489361702","  9.17226 "
"1.0213247302549","  7.43848 "
"1.0233104533112","  7.88591 "
"1.0232555696984","  4.52476 "
"1.3900008695652","  4.19908 "
"1.3780176724138","  1.62317 "
"1.0337851690737","  4.50992 "
"1.512628892292","  6.57757 "
"1.146614855504","  1.66038 "
"1.5123140328698","  7.21698 "
"1.3578779389695","  5.34676 "
"1.1100917431193","  4.57569 "
"19.532675247525","  1.63208 "
"2.941963300858","  1.66038 "
"19.532667326733","  4.19811 "
"1.6776961119988","  4.71698 "
"1.2649402390438","  1.63311 "
"1.3432456946039","  1.62474 "
"1.1537288007926","  4.19811 "
"1.2450214143426","  5.33019 "
"1.2450214143426","  4.19811 "
"1.2450199203187","  7.16166 "
"1.2450199203187","  4.74273 "
"1.0107298568348","  4.73795 "
"1.2250991035857","  9.17191 "
"1.2251005976096","  6.60377 "
"1.270470471464","  1.62474 "
"1.2450199203187","  4.87945 "
"1.2450199203187","  1.62474 "
"0.78790469514608","  6.81342 "
"0.76553106212425","  7.44235 "
"19.532676567657","  5.11745 "
"19.53267450495","  4.19287 "
"19.532671287129","  6.81342 "
"1.0258954183267","  7.20650 "
"1.0258959163347","  5.13239 "
"1.0034573732719","  4.57708 "
"1.0005743087558","  7.05263 "
"1.015936752988","  6.95755 "
"19.532672029703","  6.90566 "
"1.0159352589641","  7.01887 "
"1.0159362549801","  7.02443 "
"1.114358186398","  6.92314 "
"0.99769642857143","  7.01035 "
"1.0005748847926","  7.07547 "
"1.0159352589641","  7.04289 "
"1.8171007472899","  7.04289 "
"1.6408726854305","  7.04289 "
"0.98858333333333","  7.04289 "
"0.99257028571429","  7.04289 "
"1.0059750996016","  6.93018 "
"1.0059750996016","  6.93018 "
"1.0059765936255","  6.97065 "
"1.0059765936255","  7.02306 "
"0.99257257142857","  7.03285 "
"1.0588734419942","  7.04698 "
"0.99601593625498","  6.99105 "
"0.99601593625498","  6.93396 "
"0.99601593625498","  6.93396 "
"1.1526190909091","  7.02830 "
"1.0585366717248","  7.00369 "
"1.02485","  6.95260 "
"19.532676980198","  6.95260 "
"4.5932194541766","  6.95260 "
"0.97111653386454","  6.95260 "
"1.295","  6.99774 "
"0.954856","  6.99774 "
"0.954856","  6.99774 "
"1.8480287693127","  6.99774 "
"1.4428626394767","  6.99774 "
"1.7620345140781","  9.17391 "
"3.1882686849574","  6.52742 "
"1.8492834026815","  4.52607 "
"1.8491370693676","  4.52607 "
"1.2869318181818","  4.52607 "
"1.4463430757828","  1.62528 "
"1.849691718047","  9.18114 "
"1.5509761388286","  9.18114 "
"1.7855805009615","  9.18114 "
"1.7814331379861","  9.18114 "
"1.786205001374","  6.55087 "
"1.7749112544373","  6.55087 "
"1.7805858701895","  6.55087 "
"1.2962073931829","  4.74041 "
"1.7781329603916","  4.74041 "
"1.3048066775401","  6.60050 "
"1.2792207792208","  6.60050 "
"1.7825014993003","  6.60050 "
"1.7864058264313","  4.88152 "
"1.7926695296115","  7.22348 "
"1.7922311653252","  7.22348 "
"1.0271845587884","  6.95260 "
"1.7926344475836","  6.95260 "
"0.99453008453506","  6.95260 "
"1.7930724471193","  7.04289 "
"1.7978650352706","  7.04289 "
"1.7930724471193","  7.04289 "
"1.7922667931405","  7.04289 "
"1.7930724471193","  7.89359 "
"1.0442114366014","  7.86957 "
"1.0429128738622","  7.45748 "
"3.282876064333","  6.53595 "
"1.7376086005375","  4.56758 "
"1.0941475826972","  7.86957 "
"1.0844952279529","  7.47826 "
"0.96345095950703","  6.54450 "
"0.96198156682028","  4.49944 "
"1.0822718130447","  7.89082 "
"1.0841968023056","  7.89082 "
"2.3198198198198","  7.89082 "
"0.96469418199901","  7.89082 "
"1.0843489108531","  7.44417 "
"1.674539501637","  7.44417 "
"0.96469418199901","  7.44417 "
"0.96590909090909","  7.44417 "
"0.96469418199901","  1.62528 "
"1.672637399673","  1.62528 "
"1.0917775503241","  7.44417 "
"1.0893617021277","  6.55136 "
"1.6722616715129","  7.17833 "
"1.6646413530205","  5.32731 "
"0.96469418199901","  5.32731 "
"0.96469418199901","  5.32731 "
"0.96666666666667","  5.32731 "
"0.96198156682028","  4.87136 "
"2.736888016574","  4.87136 "
"1.6651402880693","  6.82752 "
"1.0936819172113","  6.82327 "
"1.0936408106219","  6.82327 "
"1.6648907831646","  6.63657 "
"1.6730132967102","  6.63657 "
"1.0144467375774","  6.63657 "
"0.79340473506201","  6.59955 "
"1.7031690932248","  6.60377 "
"1.0144206862258","  6.59871 "
"1.2","  6.60377 "
"26.488939307998","  6.59955 "
"1.2034202470178","  6.59841 "
"1.1995776135164","  6.32075 "
"1.702786377709","  6.31912 "
"1.1951348492861","  6.32075 "
"1.2035674084336","  6.31991 "
"1.697425571217","  6.28931 "
"1.0951008645533","  6.72170 "
"3.3491012298959","  6.72170 "
"1.0144206862258","  6.71061 "
"1.1994516792324","  6.71217 "
"1.0945084229561","  6.72686 "
"1.1495176848875","  6.72686 "
"1.6986976651234","  6.72686 "
"1.6979836444222","  6.72686 "
"1.0138248847926","  6.72686 "
"1.6979341800809","  7.19538 "
"1.6984430938307","  7.19340 "
"1.2843842573","  7.21698 "
"1.2827308385455","  7.21477 "
"1.7483973024727","  7.19340 "
"1.1217641418984","  7.19083 "
"1.2851063829787","  7.21477 "
"1.2870780770542","  7.21432 "
"3.2876064333018","  7.42925 "
"1.7478734206715","  7.43172 "
"0.83333333333333","  7.44921 "
"1.7489214984093","  7.44921 "
"1.7486593611564","  7.44921 "
"0.99770642201835","  7.44921 "
"1.2196415314455","  7.43848 "
"1.7179551330164","  7.42925 "
"1.2178333156836","  7.43711 "
"1.0999522110618","  7.32662 "
"3.3869441816462","  7.31132 "
"1.7314864144912","  7.31964 "
"1.2174357227993","  7.31132 "
"1.1575562700965","  6.93018 "
"1.7243533674872","  6.93512 "
"1.7239440842484","  6.96126 "
"1.2198581560284","  6.88189 "
"1.7325248217499","  6.87919 "
"1.7260328720588","  6.90634 "
"26.628733997155","  6.88025 "
"1.2190963341858","  6.43177 "
"1.2191314220835","  6.43436 "
"1.7229539921343","  6.43777 "
"1.0243659870711","  6.43177 "
"3.9307359307359","  6.41794 "
"1.7320054624788","  6.41684 "
"1.9116546044422","  6.43777 "
"1.9113531880871","  6.43177 "
"1.0343112879165","  6.41026 "
"1.9108757556077","  6.46083 "
"1.9129435856454","  6.43053 "
"1.9117830813445","  6.43177 "
"1.0421601136902","  6.42542 "
"1.0392839383391","  6.42542 "
"1.6532258064516","  6.43330 "
"1.2250996015936","  6.43330 "
"1.3724515166584","  6.41084 "
"1.7569124423963","  6.41084 "
"1.7569124423963","  6.43177 "
"1.5092165898618","  6.43436 "
"1.7511520737327","  6.43777 "
"1.5437788018433","  6.43177 "
"1.4573732718894","  6.45660 "
"1.5089641434263","  6.43777 "
"1.6334661354582","  6.41684 "
"1.519495412844","  6.43177 "
"1.9839449541284","  6.46073 "
"1.7947247706422","  6.46083 "
"1.6301843317972",""
"1.3248847926267",""
"3.8441558441558",""
"1.3536866359447",""
"1.221198156682",""
"1.6359447004608",""
"1.61866359447",""
"1.3940092165899",""
"1.3940092165899",""
"1.2269585253456",""
"1.5423162583519",""
"1.7684331797235",""
"1.61866359447",""
"1.7511520737327",""
"2.1035234016978",""
"1.6595685121868",""
"1.6598838081334",""
"1.6594192032789",""
"1.660033200664",""
"1.6603320664133",""
"1.6598838081334",""
"1.7004931430115",""
"2.0450922797766",""
"2.0059375752227",""
"2.1946306707152",""
"2.1952246346304",""
"2.1952686447474",""
"2.1946086782243",""
"2.2056661111656",""
"2.2050495635004",""
"2.0046106043901",""
"2.1056220107688",""
"2.0055352773655",""
"2.0940415000952",""
"2.1686964728562",""
"1.974363342988",""
"2.205734910768",""
"2.1641768613424",""
"2.1651747676948",""
"2.165826072134",""
"2.0448872806006",""
"2.0447028164779",""
"2.0140885998577",""
"1.9832723994591",""
"1.9854998345417",""
"1.9860375541647",""
"2.1669994080881",""
"1.9753135935667",""
"2.1451268531791",""
"2.0144317498497",""
"2.1131062662113",""
"1.9756701733977",""
"2.0445183856322",""
"2.0443135014881",""
"1.9745414453242",""
"2.0455024014599",""
"1.7901969216614",""
"2.1054320145977",""
"2.1449118481322",""
"2.0000400008",""
"1.9998600097993",""
"1.8807146715752",""
"1.8884892086331",""
"1.8808840154873",""
"1.7197076496996",""
"1.720498944694",""
"2.144374524029",""
"2.0828743666259",""
"2.0144317498497",""
"1.9754720575996",""
"2.1662170429132",""
"2.1752205292702",""
"2.0659084983052",""
"2.0444978953698",""
"1.9738094522428",""
"2.034292356873",""
"2.0344758468631",""
"2.0649351951163",""
"2.0437809948405",""
"1.950741281687",""
"1.9505656640426",""
"1.6607805668664",""
"1.8808840154873",""
"1.880376075215",""
"2.0024028834602",""
"2.0004200882185",""
"2.0451127819549",""
"2.0441291408645",""
"1.7805163497414",""
"2.045297320059",""
"1.8807146715752",""
"1.8881487516174",""
"1.8880347011096",""
"1.9496685563454",""
"1.6604815396465",""
"2.0821237662416",""
"2.113296742919",""
"2.0444978953698",""
"2.0347001573635",""
"1.9752937873501",""
"1.9739676750268",""
"2.1054992151098",""
"2.1678654670309",""
"1.5285359801489",""
"1.5417700578991",""
"1.117197875166",""
"1.4388972936628",""
"1.8814824184164",""
"1.1722350230415",""
"1.786303435924",""
"1.6508964143426",""
"1.2208436724566",""
"1.1866359447005",""
"1.1866359447005",""
"1.1866359447005",""
"1.3704128440367",""
"1.6554966489947",""
"2.1666081548724",""
"2.095784364847",""
"1.4407630522088",""
"1.2531079065142",""
"1.6820276497696",""
"1.7759323644914",""
"1.1866359447005",""
"1.7803560712142",""
"1.7803560712142",""
"1.778033410023",""
"1.1884634510194",""
"1.7801958215404",""
"1.1865211200759",""
"1.1884634510194",""
"1.783571142819",""
"1.778033410023",""
"1.7798754087214",""
"1.1866359447005",""
"1.7896957517222",""
"1.1952764976959",""
"3.9569484013928",""
"1.7926344475836",""
"1.1943755169562",""
"1.7901969216614",""
"1.7910029616585",""
"1.7876117257329",""
"1.1934361014421",""
"1.7898747087704",""
"1.1962365591398",""
"3.9569484013928",""
"1.7505076472177",""
"1.1952764976959",""
"1.7264641215271",""
"1.724958065243",""
"1.7256449316984",""
"1.1685728493287",""
"1.7286171063149",""
"1.7298789084764",""
"1.7297059499885",""
"1.1347926267281",""
"1.13376429637",""
"1.1347926267281",""
"1.13376429637",""
"1.7346226697239",""
"1.7360243792776",""
"1.6685817055503",""
"1.1201216421693",""
"1.1203917050691",""
"1.1222949169602",""
"1.1188463451019",""
"1.6682066778213",""
"1.1188463451019",""
"1.1188463451019",""
"1.1206030150754",""
"1.1207034372502",""
"1.0115911485775",""
"1.6674987518722",""
"1.6678318186358",""
"1.6685817055503",""
"1.6689986008395",""
"1.6693739847557",""
"1.6689986008395",""
"1.107910906298",""
"1.1089010442566",""
"1.1089010442566",""
"1.1039283938339",""
"1.6628383101967",""
"1.1059907834101",""
"1.6615030981411",""
"1.1089010442566",""
"1.6632120470494",""
"1.6647502874569",""
"1.6583747927032",""
"1.1081857348013",""
"1.1089010442566",""
"1.6713230892038",""
"1.1002304147465",""
"1.0141881240147",""
"1.1039283938339",""
"1.1039283938339",""
"1.5336963580956",""
"1.6565060963422",""
"1.25",""
"1.0939830929886",""
"1.7970049916805",""
"1.1059907834101",""
"1.9438336997801",""
"1.9440978287996",""
"1.0542018896072",""
"1.943348154069",""
"1.9442708984131",""
"1.9454086856629",""
"1.0611084793937",""
"1.0591745400298",""
