"Date","Consignatario","Expedidor","Origen del envío","Destino del envío","Código HS","Mercancías enviadas","Goods Shipped","Gross Weight (kg)","Gross Weight (t)","Valor de las mercancías (USD)"
"2021-01-30","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089199","6 X 40 CONTAINERS CONTAINING 5760 BOXES OF POUCHES","","134399.99","134.4","1827000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39011000","3 X 40 CONTAINERS CONTAINING 2970 BAGS OF POLYMERS   OF ETHYLENE, IN PRIMARY FORMS -","","75363","75.36","85300"
"2021-01-30","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","3 X 40 CONTAINERS CONTAINING 2970 BAGS OF POLYETHYLENE LOW DENSITY","","75363","75.36","81300"
"2021-01-30","Furukawa Electric Latam Sa","Dow Group","HOUSTON (TX)","PARANAGUA","39010000","1 X 20 CONTAINERS CONTAINING 20 BINS OF AXELERON(TM) FO 6548 BK CPD 635 KILOGRAM TOP UNLOADING OCTABIN","","13042","13.04","14100"
"2021-01-30","Verde Brasil Industria De Produtos Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW TM MDPE GMB R:ESIN","","100484","100.48","108000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 & 1 X 40 CONTAINERS CONTAINING 4950 BAGS OF LLDPE POLYETHYLENE RESIN","","125605","125.61","136000"
"2021-01-30","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corporation","KOBE","ITAJAI","29304090","7 X 20 CONTAINERS CONTAINING 140 PALLET OF  DL-METHIONINE 99% FEED GRADE","","142450","142.45","300000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF UNIVAL TM DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RE SIN","","100484","100.48","108000"
"2021-01-30","Syngenta Protecao De Cultivos Ltda","Syngenta","LONDON","SANTOS","29339999","4 X 20 CONTAINERS CONTAINING 4 BULK CONT OF DIQUAT TECNICO,UN 1760 CORROSIVE   LIQUID N.O.S.(DIQUAT DIBROMIDE)","","99800","99.8","29811000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39014000","4 X 40 & 1 X 40 CONTAINERS CONTAINING 4950 BAGS OF LLDPE POLYE:THYLENE RESIN","","125605","125.61","114000"
"2021-01-30","Bayer S.A.","Bayer Group","ANTWERPEN","SANTOS","38080000","1 X 40 CONTAINERS CONTAINING 840 BAGS OF ANTRACOL PROPINEB MIXTURE PSN ENVIR:ONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S","","22237","22.24","46400"
"2021-01-30","Sociedade Michelin De Participacoes Indust E Comercio L","Sumitomo","ANTWERPEN","RIO DE JANEIRO","39094000","1 X 40 CONTAINERS CONTAINING 16 PALLET OF DUREZ 12686","","20411","20.41","229000"
"2021-01-30","Unilever Brasil Industrial Ltda","Dow Group","LONDON","SANTOS","39100000","1 X 20 CONTAINERS CONTAINING 1 TANK OF 1 TANK 1 LIQUID BULK XIAMETERPMX-0245(CYCLOPENTASILOXANE","","20020","20.02","159000"
"2021-01-30","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","125605","125.61","136000"
"2021-01-30","Syngenta Protecao De Cultivos Ltda","Syngenta","VADO LIGURE","SANTOS","29349929","1 X 40 CONTAINERS CONTAINING 28 PALLET OF MAXIM TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.","","11923","11.92","3266000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39011000","4 X 40 & 1 X 40 CONTAINERS CONTAINING 4950 BAGS OF POLYMERS   OF ETHYLENE, IN PRIMARY FORMS -","","125605","125.61","142000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF LLDPE 1648 POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-30","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","AVONDALE (LA)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF  ENGAGE(TM) 8100 POLYOLEFIN ELASTOMER 20","","40590","40.59","43800"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER TM PMX-200 SILICONE FLUID","","13610","13.61","91300"
"2021-01-30","Stahl Brasil Sa","Dow","ANTWERPEN","RIO GRANDE","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF VORANOL(TM) POLYPROP:YLENE GLYCOL","","22050","22.05","32700"
"2021-01-30","Henkel Ltda","Dow Group","TARRAGONA","SANTOS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF POLYOLEFIN PLASTOMER","","20295","20.3","29000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","50242","50.24","54200"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER PMX-200 PMX-200 SILICONE FLUID","","13610","13.61","91300"
"2021-01-30","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 960 BOXES OF SPERTO INGREDIENTE ATIVO INGREDIENTE ATIVO BIFENTRINA:REGISTRO NO MAPA NRO","","22400","22.4","305000"
"2021-01-30","Lanxess Industria De Produtos Quimicos E Plasticos Ltda","Dow","ANTWERPEN","SANTOS","39060000","1 X 40 CONTAINERS CONTAINING 1020 BAGS OF PARALOID TM EXL-3300 IMPACT MOD:IFIER","","21583","21.58","219000"
"2021-01-30","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corporation","KOBE","ITAJAI","29304090","1 X 20 CONTAINERS CONTAINING 20 PALLET OF  DL-METHIONINE 99% FEED GRADE","","20434","20.43","43000"
"2021-01-30","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","HAZIRA","SANTOS","38089293","10 X 40 CONTAINERS CONTAINING 16000 BAGS OF UNIZEB GOLD INGREDIENTE ATIVO MANCOZEB MA NCOZEBE","","253200","253.2","697000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39011000","3 X 40 & 1 X 40 CONTAINERS CONTAINING 3960 BAGS OF POLYMERS   OF ETHYLENE, IN PRIMARY FORMS -","","100484","100.48","114000"
"2021-01-30","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 & 1 X 40 CONTAINERS CONTAINING 4950 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","125605","125.61","136000"
"2021-01-30","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","125605","125.61","136000"
"2021-01-30","Univar Brasil Ltda","Dow","JEBEL ALI","NAVEGANTES","29220000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF MONOETHANOLAMINE ETHANOLAMINE","","17608","17.61","16048000"
"2021-01-30","Syngenta Protecao De Cultivos Ltda","Syngenta","ANTWERPEN","SANTOS","29189999","2 X 40 CONTAINERS CONTAINING 40 PALLET OF MODDUS TECNICO FUNGICIDE","","39354","39.35","827000"
"2021-01-30","Bayer Sa","Bayer Group","HAMBURG","ITAGUAI","29280000","5 X 40 CONTAINERS CONTAINING 200 PALLET OF PLASTICA FLEXIVEL 13H4 TRIFLOXYSTROBIN TC ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. TRIFLOXYSTROBIN EN   VIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID   , N.O.S.","","108140","108.14","26138000"
"2021-01-30","Unilever Brasil Industrial Ltda","Dow Group","LONDON","SANTOS","39100000","1 X 20 CONTAINERS CONTAINING 1 TANK OF 1 LIQUID BULK XIAMETERPMX-0245 CYCLOPENTASILOXANE","","20020","20.02","159000"
"2021-01-30","Syngenta Protecao De Cultivos Ltda","Syngenta","LONDON","SANTOS","29339999","4 X 20 CONTAINERS CONTAINING 4 BULK CONT OF DIQUAT TECNICO,UN 1760 CORROSIVE LIQUID N.O.S.(DIQUAT DIBROMIDE","","99820","99.82","29817000"
"2021-01-30","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Ch Robinson Worldwide Inc.","VISAKHAPATNAM","SANTOS","29339969","2 X 40 CONTAINERS CONTAINING 40 PALLET OF AMICARBAZONE TECHNICAL( DINAMIC TECNICO","","41360","41.36","4300000"
"2021-01-30","Bayer S.A.","Bayer Group","ANTWERPEN","ITAGUAI","38080000","1 X 40 CONTAINERS CONTAINING 40 BAGS OF EVIDENCE SPRAY WG70 FBC BR ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.IMIDACLOPRID MIXTURE","","21656","21.66","45200"
"2021-01-30","Furukawa Electric Latam Sa","Dow Group","HOUSTON (TX)","PARANAGUA","39010000","2 X 40 CONTAINERS CONTAINING 61 BINS OF AXELERON(TM) GP 6059 BK CPD 635","","39780","39.78","42900"
"2021-01-30","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 960 BOXES OF PERITO SG INGREDIENTE ATIVO ACEFATO REGISTRO NO MAPA NR:O","","22500","22.5","306000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOWLEX TM 2645 11G POLYETHYLENE RESIN","","100484","100.48","108000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF POLYETHYLENE 132I LOW DENSITY","","25121","25.12","27100"
"2021-01-30","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089199","3 X 40 CONTAINERS CONTAINING 4800 BOXES OF TRILAM POUCH","","58080","58.08","790000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF POLYETHYLENE LOW DENSITY","","125605","125.61","136000"
"2021-01-30","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","BARCELONA","MANAUS","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF DOW TM LDPE 132G RESIN","","50242","50.24","71700"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER TM PMX-200 SILICONE FLUID","","13610","13.61","91300"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","H. Essers Transport Co. Nv","ANTWERPEN","SANTOS","39100000","1 X 20 CONTAINERS CONTAINING 25 DRUMS OF DOWSIL TM ACP-3258 ANTIFOAM COMPOUND HMW 2220 NON-IONIC EMULSION","","5465","5.47","36700"
"2021-01-30","Verde Brasil Industria De Produtos Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39014000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF ELITE(TM) 5400 G ENHANCED POLYETHYL:ENE RESIN","","50242","50.24","45500"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF LLDPE POLYETHYLENE RESIN","","100484","100.48","108000"
"2021-01-30","Furukawa Electric Latam Sa","Dow Group","HOUSTON (TX)","PARANAGUA","39010000","1 X 40 CONTAINERS CONTAINING 32 PACKAGES OF AXELERON(TM) CSK-3364 NT CPD","","20868","20.87","22500"
"2021-01-30","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corporation","KOBE","ITAJAI","29304090","4 X 20 CONTAINERS CONTAINING 80 PALLET OF  DL-METHIONINE 99% FEED GRADE","","81400","81.4","171000"
"2021-01-30","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Ch Robinson Worldwide Inc.","VISAKHAPATNAM","SANTOS","29339969","3 X 40 CONTAINERS CONTAINING 60 PALLET OF AMICARBA:ZONE","","62040","62.04","6451000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","100484","100.48","108000"
"2021-01-30","Univar Brasil Ltda","Dow Group","HOUSTON (TX)","NAVEGANTES","39070000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF CARBOWAX TM POLYETHYLENE GLYCOL","","19532","19.53","51800"
"2021-01-30","Cryovac Londrina Ltda","Dow Group","NEW ORLEANS (LA)","PARANAGUA","39010000","1 X 20 CONTAINERS CONTAINING 400 BAGS OF AFFINITY(TM) PL 1880G POLYOLEFIN PLASTOMER","","10150","10.15","11000"
"2021-01-30","Bayer S.A.","Nutrichem Co., Ltd.","SHANGHAI","ITAGUAI","29339969","1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 BAGS OF TEBUCONAZOLE 98% TECH","","30240","30.24","560000"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","25121","25.12","27100"
"2021-01-30","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","2 X 40 & 2 X 40 CONTAINERS CONTAINING 3960 BAGS OF POLYETHYLENE 132I LOW DENSITY","","100484","100.48","108000"
"2021-01-30","Bayer S.A.","Hunan Haili Chemical Industry Co., Ltd.","SHANGHAI","ITAGUAI","29300000","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF THIODICARB TECH LARVIN DRMP","","7240","7.24","58100"
"2021-01-30","Copobras Sa Industria E Comercio De Embalagens","Dow Group","AVONDALE (LA)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF  DOWLEX TM TG2085B POLYETHYLENE RESIN","","25121","25.12","27100"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER TM PMX-200 SILICONE FLUID","","13610","13.61","91300"
"2021-01-30","Dow Brasil Sudeste Industrial Ltda","H. Essers Transport Co. Nv","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 56 DRUMS OF DOWSIL(TM) ACP-3073 ANTIFOAM COMPOUND","","12264","12.26","82300"
"2021-01-30","Univar Brasil Ltda","Dow","JEBEL ALI","NAVEGANTES","29220000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF MONOETHANOLAMINE","","17608","17.61","16048000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Valfilm Nordeste Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-29","Valfilm Nordeste Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","3 X 40 CONTAINERS CONTAINING 2970 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","75363","75.36","81300"
"2021-01-29","Sumitomo Rubber Do Brasil Ltda","Occl Oriental Carbon & Chemicals Ltd.","MUNDRA","PARANAGUA","00330000","1 X 20 CONTAINERS CONTAINING 600 BAGS OF INSOLUBLE SULPHUR DIA:MOND SULF","","15600","15.6",""
"2021-01-29","Sumidenso Da Amazonia Industrias Eletricas Ltda","Sumitomo Corporation","YOKKAICHI","MANAUS","00330000","1 X 40 CONTAINERS CONTAINING 44 PALLET OF ELECTRIC PARTS FOR AUTOMOBILE","","7416","7.42",""
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF XUS EXPERIMENTAL POLYETHYLENE RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Intermodal Tank Transport","HOUSTON (TX)","SUAPE","39072000","1 X 20 CONTAINERS CONTAINING 1 TANK OF LIQUIDS SPECFLEX(TM) NC 701 POLYOL BULK","","21246","21.25","49300"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","M & S Logistics Ltd.","HOUSTON (TX)","SUAPE","39072000","1 X 20 CONTAINERS CONTAINING 1 TANK OF SPECFLEX(TM) NC 701 POLYOL","","21536","21.54","50000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE   RESIN","","125606","125.61","136000"
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","2 X 40 CONTAINERS CONTAINING 1595 BAGS OF XUS 61530.19 EXPERIMENTAL POLYETHYLENE RESIN","","40473","40.47","43700"
"2021-01-29","Sumitomo Chemical Brasil Industria Quimica Sa","Gharda Chemicals Ltd.","ROTTERDAM","PECEM","29269023","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CIPERMETRINA TECNICA AGRIPEC( CYPERMETHRIN TECHNICAL ) PYRETHROID, PESTICIDE,LIQUID, TOXIC","","20280","20.28","297000"
"2021-01-29","Sumitomo Rubber Do Brasil Ltda","Occl Oriental Carbon & Chemicals Ltd.","MUNDRA","PARANAGUA","00330000","1 X 20 CONTAINERS CONTAINING 600 BAGS OF INSOLUBLE SULPHUR DIA:MOND SULF OT","","15600","15.6",""
"2021-01-29","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF EXPERIMENTAL POLYETHYLENE RESIN","","125606","125.61","136000"
"2021-01-28","Dow Brasil Sudeste Industrial Ltda","Dow","ROTTERDAM","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 18 IBCS OF VORANATE(TM) M 2940 POLYMERIC MDI","","22982","22.98","70500"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089293","4 X 40 CONTAINERS CONTAINING 3648 BOXES OF TRID:IUM INGREDIENTE ATIVO AZOXISTROBINA MANCOZEBE TEBUCONAZOLE","","86720","86.72","239000"
"2021-01-28","Dow Brasil Sudeste Industrial Ltda","Dow","ROTTERDAM","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 18 IBCS OF VORANATE(TM) M 2940 POLYMERIC MDI","","22982","22.98","70500"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089191","1 X 40 CONTAINERS CONTAINING 960 BOXES OF PERITO 970 SG INGREDIENTE ATIVO: ACEFATO","","22500","22.5","306000"
"2021-01-28","Univar Brasil Ltda","Dow Group","HOUSTON (TX)","NAVEGANTES","39070000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF CARBOWAX(TM) POLYETHYLENE GLYCOL 400","","19532","19.53","51800"
"2021-01-28","Bandeirante Quimica Ltda","Dow","ANTWERPEN","SANTOS","29210000","1 X 20 CONTAINERS CONTAINING 70 DRUMS OF TRIETHYLENETETRAMINE","","15652","15.65","35800"
"2021-01-28","Syngenta Protecao De Cultivos Ltda","Syngenta","LONDON","SANTOS","29339999","1 X 20 & 3 X 20 CONTAINERS CONTAINING 4 TANK OF DIQUAT TECNICO CORROSIVE DIQUAT DIBROMIDE","","99920","99.92","29847000"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089199","3 X 40 CONTAINERS CONTAINING 2880 BOXES OF SPERTO INGREDIENTE B IFENTRINA","","67200","67.2","914000"
"2021-01-28","Momentive Performance Materials Industria De Silicones","Momentive Performance Materials","ROTTERDAM","SANTOS","39100000","2 PACK OF LSR3486,50 TP4268 55G KIT","","918","0.92","6100"
"2021-01-28","Dow Brasil Sudeste Industrial Ltda","Dow","LEIXOES","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF PAPI(TM) POLYMERIC MDI BULK","","19700","19.7","50000"
"2021-01-28","Blue Cube Brasil Comercio De Produtos Quimicos Ltda","Blue Cube Operations Llc","FREEPORT (TX)","ARATU","28151200","SODIUM HYDROXIDE SOLUTION CAUSTIC SODA SOLUTION 50%","","4012958.98","4012.96","581000"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089191","4 X 40 CONTAINERS CONTAINING 3840 BOXES OF PERITO 97:0 SG INGREDIENTE ATIVO ACEFATO","","89000","89","1210000"
"2021-01-28","Nicrom Quimica Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","SANTOS","29062100","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF KALAMA (R)BENZYL ALCOHOL NF,FCC","","18340","18.34","23700"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","HAZIRA","SANTOS","38089191","5 X 40 CONTAINERS CONTAINING 4800 BOXES OF PERITO 970 SG INGREDIENTE:ATIVO: ACEFATO","","111250","111.25","1513000"
"2021-01-28","Sumitomo Chemical Brasil Industria Quimica Sa","Dow","JEBEL ALI","PECEM","29090000","2 X 20 CONTAINERS CONTAINING 156 DRUMS OF BUTYL CELLOSOLVE(TM) SOLVENT","","30578","30.58","45100"
"2021-01-28","Bayer S.A.","Bayer Group","ANTWERPEN","ITAGUAI","29330000","2 X 40 CONTAINERS CONTAINING 80 BAGS OF BIXAFEN NEW TC FBC BR ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, N.O.S.BIXAFEN BIXAFEN NEW TC FBC BR","","43264","43.26","518000"
"2021-01-28","Syngenta Protecao De Cultivos Ltda","Syngenta","GRANGEMOUTH","SANTOS","29335949","2 X 40 CONTAINERS CONTAINING 40 PALLET OF FUNGICIDE","","31652","31.65","13306000"
"2021-01-28","Syngenta Protecao De Cultivos Ltda","Deccan Fine Chemicals India Pvt., Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29341090","2 X 40 CONTAINERS CONTAINING 720 DRUMS OF THIAMETHOXAM TECHNICAL","","49200","49.2","2243000"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 1440 BOXES OF SPERTO INGREDIENTE BIFENTRINA","","18136","18.14","247000"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Sulphur Mills Ltd.","HAZIRA","SANTOS","38089199","2 X 40 & 1 X 40 CONTAINERS CONTAINING 4800 BOXES OF IMIDAGOLD 700WG IMIDACLOPRID 70% WG ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O:.S. IMIDACLOP RID 70 %","","57720","57.72","785000"
"2021-01-28","Dow Brasil Sudeste Industrial Ltda","Dow","LEIXOES","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF PAPI(TM) POLYMERIC MDI BULK","","19600","19.6","49800"
"2021-01-28","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089191","1 X 40 CONTAINERS CONTAINING 960 BOXES OF PERITO 970 SG INGREDIENTE ATIVO ACEFATO","","22250","22.25","303000"
"2021-01-28","Momentive Performance Materials Industria De Silicones","Momentive Performance Materials","ROTTERDAM","SANTOS","39100000","4 PALLET OF SL 4380","","113","0.11","750"
